epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,5412.16,0.81287,0.52314,1.118,0.95717,0.9433,0.97672,0.75767,0.91404,0.41339,1.16781,0.00369537,0.00369537,0.00369537
102,5464.49,0.78004,0.49024,1.09662,0.95452,0.94673,0.9736,0.7538,0.92011,0.41485,1.17239,0.00360762,0.00360762,0.00360762
103,5518.33,0.80856,0.50618,1.11142,0.95804,0.94673,0.97704,0.75489,0.92754,0.4157,1.17869,0.00352037,0.00352037,0.00352037
104,5571.55,0.78137,0.49527,1.0922,0.95817,0.94388,0.97655,0.75327,0.9281,0.41533,1.18081,0.00343363,0.00343363,0.00343363
105,5623.78,0.77983,0.49924,1.10348,0.95826,0.9397,0.97494,0.74836,0.93465,0.41699,1.18265,0.00334745,0.00334745,0.00334745
106,5676.09,0.81406,0.5089,1.11838,0.9525,0.94721,0.97496,0.74581,0.93904,0.42117,1.18073,0.00326185,0.00326185,0.00326185
107,5729.04,0.76634,0.48154,1.08837,0.95662,0.94774,0.97484,0.74855,0.93538,0.42123,1.18534,0.00317687,0.00317687,0.00317687
108,5783.04,0.78313,0.48081,1.10074,0.95833,0.94673,0.97282,0.74453,0.94326,0.419,1.18749,0.00309252,0.00309252,0.00309252
109,5835.48,0.78457,0.51397,1.11165,0.9659,0.94472,0.97182,0.74495,0.94245,0.41569,1.1883,0.00300884,0.00300884,0.00300884
110,5887.92,0.78209,0.4794,1.09566,0.96703,0.94316,0.97372,0.74611,0.93501,0.40836,1.18419,0.00292585,0.00292585,0.00292585
111,5940.13,0.75944,0.48419,1.09284,0.96037,0.95276,0.97314,0.74741,0.93178,0.4123,1.1835,0.0028436,0.0028436,0.0028436
112,5993.21,0.77422,0.48713,1.09206,0.97071,0.9397,0.97442,0.74889,0.93313,0.40579,1.18612,0.00276209,0.00276209,0.00276209
113,6047.33,0.74801,0.46507,1.07942,0.96913,0.94271,0.97309,0.74918,0.9307,0.40699,1.18457,0.00268137,0.00268137,0.00268137
114,6099.8,0.75609,0.45941,1.07623,0.96425,0.94865,0.97583,0.75283,0.92915,0.40732,1.18423,0.00260145,0.00260145,0.00260145
115,6152.03,0.766,0.47491,1.07972,0.96076,0.94573,0.97742,0.7519,0.93243,0.40728,1.18337,0.00252238,0.00252238,0.00252238
116,6204.53,0.74914,0.45904,1.07581,0.96093,0.93927,0.97629,0.74892,0.93286,0.41036,1.18365,0.00244416,0.00244416,0.00244416
117,6257.32,0.75632,0.47613,1.07853,0.96476,0.93542,0.97587,0.74948,0.93694,0.40778,1.18742,0.00236684,0.00236684,0.00236684
118,6311.34,0.75107,0.46543,1.07421,0.96781,0.93671,0.97637,0.74966,0.93533,0.41058,1.18719,0.00229043,0.00229043,0.00229043
119,6364.07,0.72603,0.44554,1.06167,0.96625,0.94472,0.97652,0.75057,0.94041,0.41092,1.19207,0.00221496,0.00221496,0.00221496
120,6416.35,0.735,0.45552,1.07469,0.97196,0.94077,0.97588,0.75166,0.93616,0.40774,1.18929,0.00214046,0.00214046,0.00214046
121,6468.63,0.73701,0.44725,1.06761,0.96423,0.9483,0.97663,0.75071,0.93719,0.40858,1.18574,0.00206696,0.00206696,0.00206696
122,6521.63,0.73197,0.45105,1.06381,0.96246,0.94573,0.97724,0.75186,0.93744,0.40745,1.18775,0.00199447,0.00199447,0.00199447
123,6575.65,0.74658,0.45516,1.08444,0.96658,0.94472,0.97726,0.75343,0.93599,0.40309,1.18858,0.00192303,0.00192303,0.00192303
124,6628.43,0.72805,0.43599,1.06253,0.96676,0.94673,0.97604,0.75213,0.93559,0.39893,1.19168,0.00185266,0.00185266,0.00185266
125,6680.77,0.71831,0.44512,1.06485,0.96822,0.93869,0.97626,0.75352,0.9361,0.39941,1.19425,0.00178337,0.00178337,0.00178337
126,6733.21,0.7238,0.43855,1.06678,0.96361,0.9397,0.97341,0.75382,0.93346,0.3991,1.19177,0.00171521,0.00171521,0.00171521
127,6785.9,0.69728,0.42278,1.04797,0.96483,0.93754,0.97225,0.75322,0.93562,0.4005,1.19385,0.00164818,0.00164818,0.00164818
128,6840.15,0.70936,0.43699,1.05592,0.95365,0.94874,0.9761,0.75415,0.93717,0.40014,1.19627,0.00158231,0.00158231,0.00158231
129,6892.79,0.71333,0.42454,1.05903,0.95814,0.94328,0.97702,0.75504,0.93732,0.40122,1.19644,0.00151763,0.00151763,0.00151763
130,6945.04,0.69841,0.42462,1.04945,0.95464,0.95075,0.97712,0.75317,0.93925,0.40139,1.19742,0.00145415,0.00145415,0.00145415
131,6997.56,0.72107,0.43749,1.06046,0.9558,0.95176,0.97695,0.75163,0.93864,0.40198,1.19691,0.00139191,0.00139191,0.00139191
132,7050.41,0.6967,0.41407,1.0424,0.95056,0.95678,0.97685,0.7534,0.93938,0.40349,1.19839,0.00133091,0.00133091,0.00133091
133,7104.56,0.70766,0.4287,1.05514,0.95185,0.9537,0.9772,0.75506,0.93893,0.40187,1.19962,0.00127118,0.00127118,0.00127118
134,7157.24,0.7158,0.42588,1.057,0.95508,0.94774,0.9761,0.75438,0.93919,0.40322,1.20049,0.00121274,0.00121274,0.00121274
135,7209.75,0.72659,0.43577,1.05951,0.95669,0.94774,0.9761,0.75398,0.93963,0.40435,1.20151,0.00115561,0.00115561,0.00115561
136,7261.91,0.68423,0.40469,1.03565,0.95908,0.94235,0.97401,0.75227,0.94003,0.40657,1.20397,0.00109981,0.00109981,0.00109981
137,7314.34,0.68799,0.41511,1.03677,0.95886,0.94573,0.9741,0.75224,0.93984,0.40542,1.20522,0.00104537,0.00104537,0.00104537
138,7368.27,0.68998,0.40629,1.03941,0.96091,0.94472,0.9733,0.75049,0.94064,0.40631,1.20575,0.000992285,0.000992285,0.000992285
139,7421.47,0.69075,0.41238,1.04916,0.96303,0.94249,0.97284,0.75054,0.93864,0.40555,1.2064,0.000940589,0.000940589,0.000940589
140,7473.73,0.67837,0.40341,1.03778,0.96514,0.94472,0.97304,0.75054,0.93749,0.40415,1.20647,0.000890297,0.000890297,0.000890297
141,7526,0.68727,0.40075,1.03721,0.96642,0.94372,0.97292,0.75058,0.93755,0.40308,1.20639,0.000841425,0.000841425,0.000841425
142,7578.58,0.68213,0.40656,1.03905,0.9677,0.94573,0.97244,0.75173,0.9374,0.40123,1.20682,0.000793991,0.000793991,0.000793991
